frame,landmark_id,name,x,y,visibility,dx,dy,spd_sum
1,0,wrist,0.3077980875968933,0.02991962432861328,0.0,0.0,0.0,0.0
1,8,index_tip,0.36728787422180176,0.4133718013763428,0.0,0.0,0.0,0.0
2,0,wrist,0.2960238456726074,0.01399141550064087,0.0,-0.011774241924285889,-0.015928208827972412,0.04918619990348816
2,8,index_tip,0.37362954020500183,0.398229718208313,0.0,0.006341665983200073,-0.015142083168029785,0.04918619990348816
3,0,wrist,0.30649930238723755,-0.014070481061935425,0.0,0.010475456714630127,-0.028061896562576294,0.07500284910202026
3,8,index_tip,0.3817083239555359,0.3698430061340332,0.0,0.008078783750534058,-0.028386712074279785,0.07500284910202026
4,0,wrist,0.2956942021846771,-0.021348074078559875,0.0,-0.010805100202560425,-0.007277593016624451,0.023311123251914978
4,8,index_tip,0.38576653599739075,0.36867278814315796,0.0,0.004058212041854858,-0.0011702179908752441,0.023311123251914978
5,0,wrist,0.2941051125526428,-0.0007072538137435913,0.0,-0.0015890896320343018,0.020640820264816284,0.06952276825904846
5,8,index_tip,0.3770287036895752,0.4072278141975403,0.0,-0.008737832307815552,0.038555026054382324,0.06952276825904846
6,0,wrist,0.260326623916626,0.061044707894325256,0.0,-0.033778488636016846,0.06175196170806885,0.24058127403259277
6,8,index_tip,0.3394196033477783,0.5146695375442505,0.0,-0.037609100341796875,0.1074417233467102,0.24058127403259277
7,0,wrist,0.25523844361305237,0.08707988262176514,0.0,-0.005088180303573608,0.02603517472743988,0.06652893126010895
7,8,index_tip,0.3432575464248657,0.5462371706962585,0.0,0.0038379430770874023,0.03156763315200806,0.06652893126010895
8,0,wrist,0.24136194586753845,0.0860266238451004,0.0,-0.013876497745513916,-0.0010532587766647339,0.06836570799350739
8,8,index_tip,0.37956103682518005,0.5291047096252441,0.0,0.03630349040031433,-0.017132461071014404,0.06836570799350739
9,0,wrist,0.29012155532836914,0.22879701852798462,0.0,0.04875960946083069,0.14277039468288422,0.4288525730371475
9,8,index_tip,0.405495285987854,0.3177163898944855,0.0,0.02593424916267395,-0.21138831973075867,0.4288525730371475
10,0,wrist,0.24817273020744324,0.2063082456588745,0.0,-0.0419488251209259,-0.022488772869110107,0.147591233253479
10,8,index_tip,0.45574164390563965,0.3506236672401428,0.0,0.050246357917785645,0.03290727734565735,0.147591233253479
11,0,wrist,0.23792389035224915,0.2904471755027771,0.0,-0.010248839855194092,0.08413892984390259,0.16735562682151794
11,8,index_tip,0.4549385607242584,0.2784588932991028,0.0,-0.0008030831813812256,-0.07216477394104004,0.16735562682151794
12,0,wrist,0.2286391407251358,0.3047724962234497,0.0,-0.009284749627113342,0.014325320720672607,0.06290020048618317
12,8,index_tip,0.4648241400718689,0.24905434250831604,0.0,0.009885579347610474,-0.029404550790786743,0.06290020048618317
13,0,wrist,0.21129117906093597,0.3926212787628174,0.0,-0.01734796166419983,0.08784878253936768,0.2607948035001755
13,8,index_tip,0.3107132315635681,0.24756719172000885,0.0,-0.15411090850830078,-0.00148715078830719,0.2607948035001755
14,0,wrist,0.2067772001028061,0.3993425667285919,0.0,-0.004513978958129883,0.006721287965774536,0.1427285522222519
14,8,index_tip,0.27242550253868103,0.34077274799346924,0.0,-0.038287729024887085,0.09320555627346039,0.1427285522222519
15,0,wrist,0.2512562572956085,0.4475531280040741,0.0,0.04447905719280243,0.04821056127548218,0.10205937922000885
15,8,index_tip,0.2679057717323303,0.3359227180480957,0.0,-0.004519730806350708,-0.004850029945373535,0.10205937922000885
