frame,landmark_id,name,x,y,visibility,dx,dy,spd_sum
0,0,wrist,0.3668096661567688,0.797232449054718,0.0,0.0,0.0,0.0
0,8,index_tip,0.3843028247356415,0.3680979609489441,0.0,0.0,0.0,0.0
1,0,wrist,0.3690788447856903,0.7986302375793457,0.0,0.002269178628921509,0.0013977885246276855,0.00663149356842041
1,8,index_tip,0.3820309638977051,0.3687906265258789,0.0,-0.0022718608379364014,0.0006926655769348145,0.00663149356842041
2,0,wrist,0.3684030771255493,0.7985135912895203,0.0,-0.0006757676601409912,-0.00011664628982543945,0.003419250249862671
2,8,index_tip,0.3835836946964264,0.36986473202705383,0.0,0.0015527307987213135,0.0010741055011749268,0.003419250249862671
3,0,wrist,0.36868953704833984,0.7977712750434875,0.0,0.00028645992279052734,-0.0007423162460327148,0.0014806687831878662
3,8,index_tip,0.38385114073753357,0.3696802854537964,0.0,0.00026744604110717773,-0.0001844465732574463,0.0014806687831878662
4,0,wrist,0.3692191243171692,0.7926390171051025,0.0,0.0005295872688293457,-0.00513225793838501,0.011318892240524292
4,8,index_tip,0.3811214566230774,0.3667529225349426,0.0,-0.0027296841144561768,-0.0029273629188537598,0.011318892240524292
5,0,wrist,0.36373215913772583,0.7893579602241516,0.0,-0.005486965179443359,-0.0032810568809509277,0.015986591577529907
5,8,index_tip,0.3814810812473297,0.3598939776420593,0.0,0.00035962462425231934,-0.006858944892883301,0.015986591577529907
6,0,wrist,0.34603020548820496,0.8162233233451843,0.0,-0.017701953649520874,0.026865363121032715,0.07623311877250671
6,8,index_tip,0.36683276295661926,0.34287649393081665,0.0,-0.01464831829071045,-0.017017483711242676,0.07623311877250671
7,0,wrist,0.3335076868534088,0.8425356149673462,0.0,-0.012522518634796143,0.026312291622161865,0.04614856839179993
7,8,index_tip,0.36037760972976685,0.34373509883880615,0.0,-0.006455153226852417,0.000858604907989502,0.04614856839179993
8,0,wrist,0.3211655616760254,0.8384804725646973,0.0,-0.012342125177383423,-0.004055142402648926,0.027209460735321045
8,8,index_tip,0.3531076908111572,0.3401928246021271,0.0,-0.007269918918609619,-0.003542274236679077,0.027209460735321045
9,0,wrist,0.321916788816452,0.8262131214141846,0.0,0.0007512271404266357,-0.012267351150512695,0.022118479013442993
9,8,index_tip,0.3616293668746948,0.339614599943161,0.0,0.008521676063537598,-0.0005782246589660645,0.022118479013442993
10,0,wrist,0.35472023487091064,0.8304523825645447,0.0,0.03280344605445862,0.004239261150360107,0.2054424285888672
10,8,index_tip,0.4778253138065338,0.3918183743953705,0.0,0.11619594693183899,0.05220377445220947,0.2054424285888672
11,0,wrist,0.3449596166610718,0.8552184104919434,0.0,-0.009760618209838867,0.02476602792739868,0.3716815412044525
11,8,index_tip,0.4955016076564789,0.7112969756126404,0.0,0.01767629384994507,0.3194786012172699,0.3716815412044525
12,0,wrist,0.2780753970146179,0.869160532951355,0.0,-0.06688421964645386,0.013942122459411621,0.33835744857788086
12,8,index_tip,0.4848080575466156,0.4644594192504883,0.0,-0.010693550109863281,-0.2468375563621521,0.33835744857788086
13,0,wrist,0.2494305670261383,0.8188941478729248,0.0,-0.028644829988479614,-0.050266385078430176,0.16263437271118164
13,8,index_tip,0.45595985651016235,0.4095844626426697,0.0,-0.028848201036453247,-0.054874956607818604,0.16263437271118164
14,0,wrist,0.25095126032829285,0.8185755014419556,0.0,0.001520693302154541,-0.0003186464309692383,0.009993255138397217
14,8,index_tip,0.453255832195282,0.4041345715522766,0.0,-0.002704024314880371,-0.005449891090393066,0.009993255138397217
15,0,wrist,0.2530825138092041,0.8155532479286194,0.0,0.002131253480911255,-0.0030222535133361816,0.010739892721176147
15,8,index_tip,0.45529627799987793,0.40058863162994385,0.0,0.0020404458045959473,-0.0035459399223327637,0.010739892721176147
