frame,landmark_id,name,x,y,visibility,dx,dy,spd_sum
0,0,wrist,0.673676609992981,0.011954843997955322,0.0,0.0,0.0,0.0
0,8,index_tip,0.4988820552825928,0.5143736600875854,0.0,0.0,0.0,0.0
1,0,wrist,0.6930140256881714,0.08706320822238922,0.0,0.01933741569519043,0.0751083642244339,0.21303965151309967
1,8,index_tip,0.5405499339103699,0.5912996530532837,0.0,0.0416678786277771,0.07692599296569824,0.21303965151309967
2,0,wrist,0.7062500715255737,0.10983343422412872,0.0,0.013236045837402344,0.022770226001739502,0.08850765228271484
2,8,index_tip,0.5499515533447266,0.6343994140625,0.0,0.00940161943435669,0.04309976100921631,0.08850765228271484
3,0,wrist,0.7166033387184143,0.08828502893447876,0.0,0.010353267192840576,-0.021548405289649963,0.07355369627475739
3,8,index_tip,0.5444466471672058,0.5982522964477539,0.0,-0.005504906177520752,-0.036147117614746094,0.07355369627475739
4,0,wrist,0.7472312450408936,0.1224779486656189,0.0,0.030627906322479248,0.03419291973114014,0.17505544424057007
4,8,index_tip,0.6007941365242004,0.65213942527771,0.0,0.05634748935699463,0.053887128829956055,0.17505544424057007
5,0,wrist,0.7787139415740967,0.15448696911334991,0.0,0.031482696533203125,0.03200902044773102,0.10581095516681671
5,8,index_tip,0.6300344467163086,0.6652183532714844,0.0,0.029240310192108154,0.013078927993774414,0.10581095516681671
6,0,wrist,0.8085247874259949,0.09081175923347473,0.0,0.029810845851898193,-0.06367520987987518,0.2317936271429062
6,8,index_tip,0.626587986946106,0.5303572416305542,0.0,-0.0034464597702026367,-0.13486111164093018,0.2317936271429062
7,0,wrist,0.8373680114746094,0.14906162023544312,0.0,0.028843224048614502,0.058249861001968384,0.2722812592983246
7,8,index_tip,0.7192461490631104,0.6228872537612915,0.0,0.0926581621170044,0.0925300121307373,0.2722812592983246
8,0,wrist,0.8761880993843079,0.1688232719898224,0.0,0.038820087909698486,0.019761651754379272,0.0702260434627533
8,8,index_tip,0.7133229374885559,0.6286083459854126,0.0,-0.005923211574554443,0.005721092224121094,0.0702260434627533
9,0,wrist,0.8794490098953247,0.16146190464496613,0.0,0.0032609105110168457,-0.007361367344856262,0.034762635827064514
9,8,index_tip,0.722748875617981,0.6138939261436462,0.0,0.009425938129425049,-0.014714419841766357,0.034762635827064514
10,0,wrist,0.8878870010375977,0.1719697117805481,0.0,0.00843799114227295,0.01050780713558197,0.025086626410484314
10,8,index_tip,0.72208571434021,0.6084162592887878,0.0,-0.0006631612777709961,-0.0054776668548583984,0.025086626410484314
11,0,wrist,0.8800326585769653,0.17568863928318024,0.0,-0.007854342460632324,0.003718927502632141,0.03254730999469757
11,8,index_tip,0.717780590057373,0.625085175037384,0.0,-0.004305124282836914,0.01666891574859619,0.03254730999469757
12,0,wrist,0.8723680377006531,0.17137548327445984,0.0,-0.007664620876312256,-0.004313156008720398,0.028670355677604675
12,8,index_tip,0.7037373781204224,0.6277345418930054,0.0,-0.014043211936950684,0.002649366855621338,0.028670355677604675
13,0,wrist,0.8721149563789368,0.168878436088562,0.0,-0.0002530813217163086,-0.002497047185897827,0.013487190008163452
13,8,index_tip,0.6944142580032349,0.6291484832763672,0.0,-0.0093231201171875,0.0014139413833618164,0.013487190008163452
14,0,wrist,0.8649702668190002,0.16652201116085052,0.0,-0.0071446895599365234,-0.002356424927711487,0.01939345896244049
14,8,index_tip,0.6872763633728027,0.6319029331207275,0.0,-0.007137894630432129,0.0027544498443603516,0.01939345896244049
15,0,wrist,0.8637733459472656,0.1628212332725525,0.0,-0.0011969208717346191,-0.0037007778882980347,0.011430487036705017
15,8,index_tip,0.6856526136398315,0.6269938945770264,0.0,-0.0016237497329711914,-0.004909038543701172,0.011430487036705017
