frame,landmark_id,name,x,y,visibility,dx,dy,spd_sum
0,0,wrist,0.5086075663566589,0.8095606565475464,0.0,0.0,0.0,0.0
0,8,index_tip,0.5233041048049927,0.5646896362304688,0.0,0.0,0.0,0.0
1,0,wrist,0.527971625328064,0.8372732400894165,0.0,0.01936405897140503,0.027712583541870117,0.08129823207855225
1,8,index_tip,0.5396344661712646,0.5825808644294739,0.0,0.016330361366271973,0.017891228199005127,0.08129823207855225
2,0,wrist,0.5276489853858948,0.8363221287727356,0.0,-0.00032263994216918945,-0.0009511113166809082,0.012677609920501709
2,8,index_tip,0.5409292578697205,0.5724717974662781,0.0,0.0012947916984558105,-0.0101090669631958,0.012677609920501709
3,0,wrist,0.5484545230865479,0.7511219382286072,0.0,0.020805537700653076,-0.08520019054412842,0.23708653450012207
3,8,index_tip,0.5312413573265076,0.4510788917541504,0.0,-0.00968790054321289,-0.12139290571212769,0.23708653450012207
4,0,wrist,0.548910915851593,0.7010889649391174,0.0,0.000456392765045166,-0.050032973289489746,0.07042866945266724
4,8,index_tip,0.5279523134231567,0.4344286322593689,0.0,-0.00328904390335083,-0.016650259494781494,0.07042866945266724
5,0,wrist,0.5981868505477905,0.7693884372711182,0.0,0.04927593469619751,0.06829947233200073,0.36289194226264954
5,8,index_tip,0.5489956140518188,0.2101553976535797,0.0,0.02104330062866211,-0.22427323460578918,0.36289194226264954
6,0,wrist,0.6201245188713074,0.8732395172119141,0.0,0.021937668323516846,0.1038510799407959,0.2354831099510193
6,8,index_tip,0.6133829355239868,0.2554624378681183,0.0,0.06438732147216797,0.045307040214538574,0.2354831099510193
7,0,wrist,0.6146180629730225,0.8685681223869324,0.0,-0.005506455898284912,-0.0046713948249816895,0.06120854616165161
7,8,index_tip,0.5813480019569397,0.2364666759967804,0.0,-0.03203493356704712,-0.01899576187133789,0.06120854616165161
8,0,wrist,0.5818705558776855,0.7517412900924683,0.0,-0.032747507095336914,-0.11682683229446411,0.26440349221229553
8,8,index_tip,0.47981512546539307,0.24976295232772827,0.0,-0.10153287649154663,0.013296276330947876,0.26440349221229553
9,0,wrist,0.549089252948761,0.6684131622314453,0.0,-0.03278130292892456,-0.08332812786102295,0.22540763020515442
9,8,index_tip,0.5595373511314392,0.2201869785785675,0.0,0.07972222566604614,-0.029575973749160767,0.22540763020515442
10,0,wrist,0.5713470578193665,0.6703931093215942,0.0,0.02225780487060547,0.0019799470901489258,0.08067765831947327
10,8,index_tip,0.566837728023529,0.17104744911193848,0.0,0.007300376892089844,-0.04913952946662903,0.08067765831947327
11,0,wrist,0.6243156790733337,0.7358492612838745,0.0,0.052968621253967285,0.06545615196228027,0.16108688712120056
11,8,index_tip,0.5753733515739441,0.1369209587574005,0.0,0.008535623550415039,-0.034126490354537964,0.16108688712120056
12,0,wrist,0.636605978012085,0.8133498430252075,0.0,0.01229029893875122,0.07750058174133301,0.0998963713645935
12,8,index_tip,0.5801910758018494,0.14220872521400452,0.0,0.0048177242279052734,0.005287766456604004,0.0998963713645935
13,0,wrist,0.6419579386711121,0.8421621322631836,0.0,0.0053519606590271,0.028812289237976074,0.04740840196609497
13,8,index_tip,0.5852907299995422,0.15035322308540344,0.0,0.005099654197692871,0.008144497871398926,0.04740840196609497
14,0,wrist,0.6484013795852661,0.8899545669555664,0.0,0.006443440914154053,0.04779243469238281,0.09526059031486511
14,8,index_tip,0.5923844575881958,0.18428421020507812,0.0,0.0070937275886535645,0.03393098711967468,0.09526059031486511
15,0,wrist,0.6547715663909912,0.8923116326332092,0.0,0.006370186805725098,0.0023570656776428223,0.016605138778686523
15,8,index_tip,0.5970228910446167,0.18104475736618042,0.0,0.0046384334564208984,-0.003239452838897705,0.016605138778686523
